match_id,radiant_win_lr_proba,radiant_win_gb_proba
9128,0.54,0.35
9131,0.72,0.68
9132,0.76,0.57
9138,0.61,0.65
9141,0.71,0.73
9142,0.64,0.68
9144,0.23,0.35
9149,0.69,0.69
9154,0.32,0.31
9155,0.59,0.58
9160,0.43,0.44
9165,0.65,0.68
9169,0.2,0.24
9175,0.34,0.42
9180,0.81,0.7
9190,0.4,0.48
9192,0.37,0.49
9196,0.54,0.7
9202,0.36,0.34
9203,0.58,0.68
9215,0.6,0.74
9220,0.63,0.55
9225,0.18,0.22
9237,0.82,0.69
9239,0.9,0.83
9240,0.66,0.19
9250,0.48,0.42
9277,0.56,0.49
9280,0.82,0.7
9284,0.84,0.71
9287,0.67,0.67
9293,0.96,0.92
9298,0.1,0.26
9303,0.87,0.63
9308,0.7,0.62
9325,0.58,0.54
9326,0.11,0.31
9340,0.36,0.19
9345,0.42,0.54
9352,0.88,0.65
9363,0.83,0.75
9370,0.23,0.17
9371,0.6,0.71
9372,0.41,0.37
9383,0.51,0.53
9386,0.32,0.29
9388,0.2,0.51
9396,0.78,0.75
9403,0.17,0.21
9419,0.69,0.3
9423,0.69,0.7
9425,0.23,0.5
9434,0.75,0.76
9437,0.65,0.64
9453,0.14,0.29
9457,0.44,0.5
9458,0.08,0.16
9459,0.1,0.12
9461,0.79,0.57
9465,0.11,0.13
9473,0.55,0.71
9485,0.53,0.42
9499,0.27,0.19
9507,0.45,0.32
9510,0.18,0.22
9511,0.6,0.67
9513,0.55,0.61
9517,0.42,0.55
9520,0.5,0.45
9526,0.42,0.43
9530,0.5,0.45
9531,0.47,0.45
9540,0.76,0.56
9544,0.81,0.85
9547,0.51,0.56
9553,0.04,0.09
9561,0.34,0.49
9575,0.18,0.27
9576,0.97,0.93
9582,0.41,0.35
9586,0.27,0.38
9587,0.31,0.27
9590,0.67,0.49
9594,0.72,0.64
9596,0.74,0.64
9598,0.29,0.45
9619,0.67,0.66
9626,0.41,0.61
9628,0.73,0.72
9644,0.59,0.49
9647,0.78,0.76
9650,0.55,0.72
9654,0.48,0.43
9657,0.34,0.28
9669,0.8,0.53
9672,0.28,0.39
9676,0.35,0.48
9678,0.42,0.29
9679,0.39,0.44
9681,0.62,0.68
9683,0.76,0.71
9691,0.24,0.25
9692,0.13,0.2
9694,0.47,0.44
9706,0.8,0.77
9720,0.31,0.52
9726,0.34,0.16
9731,0.75,0.48
9732,0.65,0.61
9737,0.19,0.33
9739,0.49,0.37
9742,0.54,0.49
9753,0.92,0.85
9755,0.92,0.72
9762,0.5,0.46
9766,0.88,0.81
9773,0.64,0.5
9778,0.66,0.62
9787,0.41,0.24
9792,0.34,0.37
9796,0.46,0.41
9804,0.44,0.43
9806,0.79,0.61
9814,0.87,0.65
9817,0.67,0.6
9821,0.35,0.63
9842,0.24,0.44
9849,0.47,0.37
9857,0.5,0.64
9859,0.43,0.59
9865,0.68,0.65
9867,0.31,0.52
9871,0.41,0.38
9873,0.94,0.88
9884,0.19,0.25
9893,0.75,0.59
9900,0.56,0.61
9910,0.09,0.16
9924,0.86,0.82
9930,0.5,0.53
9945,0.42,0.47
9969,0.79,0.75
9981,0.64,0.55
9984,0.3,0.37
9993,0.18,0.11
9994,0.73,0.64
10008,0.47,0.72
10009,0.13,0.32
10012,0.67,0.77
10026,0.69,0.73
10038,0.65,0.38
10044,0.2,0.42
10046,0.82,0.77
10048,0.38,0.49
10051,0.7,0.49
10055,0.35,0.45
10056,0.69,0.67
10058,0.17,0.32
10060,0.49,0.43
10065,0.34,0.37
10077,0.25,0.44
10092,0.39,0.57
10095,0.92,0.87
10113,0.72,0.65
10121,0.75,0.57
10123,0.41,0.37
10130,0.58,0.58
10145,0.74,0.7
10164,0.66,0.71
10184,0.75,0.72
10185,0.56,0.35
10186,0.72,0.53
10193,0.38,0.64
10198,0.32,0.36
10208,0.3,0.19
10219,0.47,0.43
10220,0.85,0.84
10230,0.51,0.49
10241,0.37,0.25
10244,0.42,0.51
10252,0.81,0.55
10254,0.58,0.5
10300,0.59,0.73
10313,0.21,0.23
10321,0.71,0.81
10324,0.72,0.76
10336,0.95,0.88
10342,0.74,0.58
10387,0.07,0.12
10391,0.5,0.64
10397,0.73,0.66
10408,0.56,0.47
10412,0.23,0.34
10413,0.39,0.57
10431,0.17,0.28
10436,0.38,0.35
10438,0.36,0.27
10441,0.44,0.42
10455,0.96,0.89
10457,0.32,0.36
10460,0.57,0.62
10461,0.89,0.78
10469,0.33,0.56
10479,0.69,0.5
10484,0.57,0.35
10487,0.84,0.86
10503,0.55,0.72
10507,0.29,0.52
10508,0.29,0.3
10532,0.89,0.85
10534,0.79,0.75
10535,0.21,0.34
10555,0.34,0.62
10563,0.89,0.76
10565,0.13,0.22
10568,0.6,0.47
10576,0.63,0.68
10577,0.61,0.58
10589,0.3,0.55
10602,0.28,0.28
10610,0.32,0.39
10612,0.21,0.26
10622,0.45,0.42
10634,0.15,0.28
10638,0.21,0.38
10643,0.18,0.29
10650,0.53,0.34
10656,0.63,0.53
10665,0.37,0.48
10670,0.63,0.58
10703,0.69,0.71
10707,0.71,0.66
10710,0.23,0.26
10716,0.86,0.89
10725,0.46,0.46
10733,0.29,0.27
10735,0.5,0.48
10740,0.47,0.39
10760,0.45,0.44
10769,0.81,0.72
10774,0.38,0.45
10785,0.25,0.45
10786,0.62,0.74
10793,0.35,0.29
10800,0.14,0.24
10813,0.65,0.7
10834,0.67,0.61
10841,0.6,0.47
10848,0.43,0.46
10884,0.7,0.53
10893,0.84,0.83
10912,0.76,0.75
10954,0.43,0.4
10959,0.67,0.7
10960,0.6,0.65
10966,0.2,0.23
10985,0.33,0.49
10987,0.17,0.18
10989,0.37,0.42
11004,0.36,0.4
11007,0.61,0.72
11023,0.22,0.29
11035,0.73,0.7
11044,0.8,0.76
11045,0.12,0.17
11054,0.73,0.78
11055,0.56,0.49
11062,0.91,0.85
11064,0.15,0.27
11114,0.69,0.65
11126,0.06,0.11
11129,0.28,0.42
11131,0.59,0.6
11144,0.38,0.49
11147,0.72,0.61
11148,0.17,0.23
11150,0.81,0.75
11156,0.74,0.66
11158,0.22,0.23
11160,0.32,0.37
11168,0.82,0.88
11178,0.47,0.4
11183,0.31,0.3
11190,0.12,0.22
11210,0.45,0.69
11234,0.47,0.55
11237,0.86,0.84
11240,0.6,0.72
11244,0.68,0.76
11246,0.77,0.88
11249,0.43,0.59
11258,0.19,0.39
11267,0.14,0.22
11278,0.56,0.53
11284,0.29,0.39
11289,0.48,0.48
11311,0.62,0.37
11321,0.5,0.66
11335,0.26,0.41
11344,0.37,0.42
11350,0.32,0.42
11356,0.1,0.21
11357,0.87,0.83
11359,0.64,0.37
11361,0.37,0.39
11374,0.19,0.24
11376,0.28,0.31
11379,0.65,0.44
11385,0.54,0.39
11402,0.75,0.79
11414,0.21,0.24
11422,0.81,0.48
11428,0.33,0.42
11440,0.39,0.27
11450,0.77,0.63
11469,0.41,0.42
11474,0.67,0.75
11476,0.49,0.65
11484,0.83,0.76
11488,0.51,0.57
11489,0.25,0.27
11531,0.49,0.51
11532,0.39,0.38
11550,0.74,0.57
11555,0.24,0.14
11562,0.72,0.67
11568,0.66,0.65
11570,0.86,0.82
11573,0.77,0.49
11575,0.15,0.31
11589,0.55,0.76
11590,0.6,0.73
11605,0.66,0.65
11616,0.05,0.12
11617,0.43,0.58
11621,0.88,0.85
11629,0.32,0.31
11630,0.95,0.89
11644,0.86,0.66
11655,0.26,0.4
11663,0.2,0.31
11691,0.43,0.6
11699,0.35,0.5
11701,0.73,0.8
11706,0.74,0.7
11708,0.17,0.38
11715,0.44,0.42
11723,0.77,0.82
11733,0.71,0.67
11753,0.57,0.58
11756,0.82,0.58
11766,0.61,0.4
11769,0.74,0.61
11770,0.72,0.51
11772,0.52,0.48
11778,0.87,0.65
11792,0.46,0.41
11794,0.68,0.55
11798,0.27,0.49
11807,0.62,0.59
11809,0.44,0.62
11811,0.1,0.17
11824,0.37,0.49
11825,0.54,0.55
11833,0.63,0.62
11835,0.22,0.39
11839,0.21,0.19
11849,0.82,0.74
11869,0.15,0.25
11883,0.28,0.22
11888,0.7,0.81
11890,0.84,0.76
11907,0.64,0.75
11920,0.25,0.33
11924,0.56,0.52
11927,0.94,0.85
11931,0.44,0.36
11935,0.75,0.68
11942,0.29,0.12
11944,0.86,0.69
11945,0.83,0.61
11957,0.35,0.52
11968,0.72,0.49
11971,0.63,0.64
11981,0.45,0.31
11986,0.66,0.43
11990,0.1,0.32
11991,0.27,0.34
11993,0.75,0.36
12009,0.2,0.19
12011,0.43,0.59
12029,0.48,0.71
12033,0.44,0.38
12034,0.45,0.34
12037,0.75,0.6
12056,0.48,0.43
12057,0.7,0.68
12066,0.6,0.49
12071,0.52,0.62
12090,0.18,0.29
12093,0.32,0.42
12100,0.31,0.41
12108,0.85,0.61
12113,0.73,0.66
12114,0.6,0.35
12122,0.47,0.52
12126,0.81,0.64
12136,0.68,0.51
12137,0.5,0.22
12142,0.88,0.77
12144,0.75,0.57
12150,0.23,0.29
12154,0.64,0.52
12155,0.43,0.4
12160,0.31,0.34
12165,0.25,0.25
12171,0.38,0.44
12175,0.46,0.54
12180,0.78,0.7
12186,0.42,0.46
12187,0.23,0.2
12188,0.66,0.69
12193,0.7,0.7
12210,0.29,0.26
12234,0.72,0.74
12249,0.28,0.27
12253,0.42,0.39
12257,0.79,0.74
12262,0.29,0.45
12264,0.86,0.77
12276,0.07,0.23
12282,0.29,0.29
12289,0.59,0.6
12291,0.44,0.54
12307,0.43,0.51
12311,0.91,0.68
12312,0.89,0.83
12326,0.84,0.63
12338,0.42,0.36
12358,0.25,0.3
12370,0.72,0.66
12384,0.92,0.74
12385,0.95,0.95
12394,0.78,0.83
12397,0.35,0.41
12434,0.57,0.7
12441,0.2,0.28
12444,0.61,0.58
12446,0.8,0.79
12455,0.63,0.71
12462,0.28,0.52
12471,0.36,0.31
12478,0.74,0.55
12483,0.9,0.85
12505,0.33,0.42
12513,0.06,0.16
12514,0.61,0.59
12536,0.4,0.5
12537,0.52,0.52
12547,0.27,0.31
12558,0.44,0.45
12570,0.66,0.72
12589,0.21,0.44
12597,0.6,0.6
12615,0.42,0.32
12621,0.83,0.82
12623,0.5,0.55
12630,0.56,0.64
12633,0.82,0.83
12638,0.24,0.32
12654,0.33,0.42
12669,0.16,0.12
12675,0.79,0.93
12679,0.88,0.79
12688,0.63,0.67
12692,0.63,0.7
12698,0.14,0.22
12702,0.7,0.52
12718,0.39,0.29
12721,0.6,0.64
12727,0.26,0.26
12731,0.3,0.49
12741,0.73,0.66
12769,0.51,0.48
12773,0.74,0.57
12782,0.71,0.78
12785,0.74,0.61
12790,0.56,0.66
12803,0.73,0.4
12813,0.49,0.47
12829,0.45,0.56
12838,0.36,0.49
12840,0.77,0.62
12847,0.68,0.67
12853,0.89,0.84
12861,0.49,0.33
12868,0.63,0.72
12869,0.68,0.51
12881,0.16,0.25
12885,0.67,0.38
12888,0.27,0.39
12903,0.76,0.63
12908,0.25,0.25
12910,0.43,0.54
12913,0.31,0.39
12921,0.8,0.62
12926,0.49,0.59
12929,0.2,0.32
12930,0.14,0.2
12934,0.51,0.43
12938,0.35,0.46
12939,0.4,0.45
12940,0.25,0.34
12955,0.46,0.5
12966,0.74,0.81
12967,0.83,0.82
12970,0.4,0.54
12973,0.66,0.65
12980,0.68,0.7
12981,0.78,0.74
12985,0.91,0.86
12991,0.66,0.74
13006,0.46,0.69
13010,0.57,0.64
13016,0.13,0.14
13020,0.33,0.22
13040,0.71,0.77
13052,0.51,0.5
13068,0.83,0.79
13092,0.14,0.23
13093,0.86,0.78
13098,0.12,0.2
13105,0.56,0.47
13106,0.29,0.42
13109,0.6,0.63
13126,0.78,0.53
13140,0.44,0.53
13144,0.26,0.47
13150,0.39,0.57
13153,0.2,0.34
13154,0.58,0.43
13177,0.89,0.79
13180,0.89,0.87
13181,0.74,0.76
13192,0.26,0.47
13198,0.38,0.52
13203,0.33,0.27
13214,0.46,0.35
13216,0.37,0.54
13226,0.13,0.28
13231,0.44,0.48
13243,0.97,0.93
13248,0.16,0.26
13254,0.51,0.32
13258,0.96,0.64
13267,0.17,0.27
13269,0.31,0.39
13270,0.61,0.51
13271,0.65,0.6
13275,0.76,0.6
13281,0.36,0.45
13282,0.65,0.53
13310,0.64,0.68
13329,0.79,0.78
13335,0.25,0.37
13338,0.05,0.06
13340,0.18,0.17
13353,0.63,0.47
13355,0.78,0.62
13359,0.21,0.33
13361,0.52,0.61
13373,0.6,0.66
13383,0.45,0.44
13398,0.28,0.27
13408,0.83,0.7
13410,0.41,0.4
13418,0.96,0.83
13422,0.84,0.83
13423,0.16,0.35
13435,0.42,0.42
13458,0.72,0.61
13463,0.1,0.19
13466,0.03,0.13
13473,0.49,0.5
13480,0.52,0.61
13485,0.86,0.77
13489,0.32,0.5
13495,0.23,0.28
13504,0.41,0.39
13507,0.45,0.64
13516,0.15,0.16
13520,0.93,0.88
13533,0.73,0.55
13536,0.88,0.87
13549,0.52,0.59
13562,0.42,0.51
13568,0.61,0.6
13589,0.32,0.39
13594,0.25,0.23
13598,0.4,0.27
13599,0.47,0.61
13607,0.87,0.88
13612,0.53,0.59
13613,0.26,0.44
13628,0.22,0.36
13648,0.49,0.49
13656,0.4,0.33
13659,0.46,0.44
13663,0.56,0.47
13666,0.66,0.61
13684,0.22,0.29
13692,0.26,0.32
13708,0.53,0.62
13710,0.43,0.47
13714,0.32,0.29
13715,0.26,0.24
13718,0.51,0.48
13720,0.88,0.85
13738,0.94,0.88
13747,0.46,0.67
13748,0.86,0.71
13761,0.58,0.47
13773,0.04,0.09
13781,0.13,0.2
13789,0.54,0.58
13799,0.63,0.78
13805,0.65,0.6
13813,0.17,0.47
13843,0.91,0.68
13848,0.58,0.62
13850,0.28,0.53
13862,0.59,0.65
13863,0.51,0.44
13878,0.57,0.42
13879,0.58,0.46
13900,0.71,0.81
13926,0.27,0.29
13929,0.3,0.34
13931,0.54,0.3
13935,0.75,0.65
13945,0.49,0.53
13952,0.52,0.5
13961,0.58,0.63
13962,0.25,0.31
13968,0.5,0.37
13983,0.48,0.57
13985,0.05,0.15
13997,0.94,0.75
14016,0.11,0.2
14029,0.44,0.45
14044,0.13,0.18
14045,0.41,0.62
14047,0.91,0.69
14049,0.28,0.37
14052,0.86,0.88
14053,0.4,0.55
14057,0.42,0.52
14064,0.14,0.33
14066,0.57,0.42
14081,0.26,0.19
14090,0.41,0.47
14093,0.78,0.68
14109,0.49,0.45
14110,0.65,0.53
14121,0.54,0.55
14122,0.55,0.48
14125,0.71,0.5
14136,0.34,0.25
14138,0.66,0.51
14140,0.88,0.77
14149,0.67,0.7
14158,0.3,0.36
14160,0.1,0.25
14168,0.46,0.4
14174,0.81,0.82
14176,1.0,0.97
14183,0.3,0.42
14191,0.55,0.42
14206,0.69,0.58
14212,0.79,0.74
14213,0.65,0.46
14219,0.86,0.87
14223,0.75,0.88
14225,0.18,0.29
14231,0.22,0.35
14238,0.52,0.59
14241,0.29,0.46
14242,0.43,0.42
14276,0.7,0.49
14282,0.24,0.18
14284,0.84,0.79
14288,0.71,0.47
14301,0.35,0.41
14302,0.51,0.39
14305,0.81,0.63
14312,0.2,0.23
14328,0.19,0.49
14330,0.38,0.35
14333,0.72,0.74
14335,0.6,0.57
14338,0.48,0.4
14360,0.2,0.26
14369,0.13,0.18
14381,0.48,0.69
14388,0.96,0.85
14392,0.69,0.43
14398,0.22,0.36
14399,0.17,0.42
14415,0.93,0.9
14421,0.74,0.73
14424,0.33,0.26
14466,0.37,0.67
14470,0.29,0.48
14478,0.67,0.54
14482,0.54,0.27
14506,0.78,0.68
14512,0.28,0.41
14513,0.17,0.18
14535,0.71,0.7
14544,0.97,0.94
14546,0.52,0.48
14563,0.61,0.6
14580,0.66,0.52
14582,0.74,0.59
14588,0.75,0.77
14598,0.14,0.43
14599,0.87,0.89
14608,0.41,0.48
14629,0.95,0.79
14630,0.1,0.16
14635,0.47,0.51
14653,0.48,0.41
14655,0.11,0.21
14667,0.74,0.78
14670,0.82,0.72
14677,0.83,0.78
14683,0.69,0.58
14687,0.66,0.68
14689,0.14,0.2
14702,0.54,0.55
14712,0.67,0.64
14717,0.83,0.71
14722,0.2,0.39
14740,0.39,0.47
14749,0.14,0.28
14750,0.67,0.56
14760,0.63,0.6
14762,0.65,0.45
14765,0.58,0.67
14769,0.34,0.24
14790,0.43,0.63
14823,0.82,0.87
14829,0.16,0.21
14832,0.49,0.51
14834,0.9,0.87
14836,0.86,0.78
14851,0.49,0.55
14855,0.68,0.71
14859,0.68,0.58
14862,0.83,0.83
14864,0.43,0.58
14895,0.34,0.35
14900,0.85,0.62
14906,0.25,0.17
14913,0.88,0.79
14916,0.24,0.23
14919,0.28,0.29
14922,0.27,0.41
14923,0.26,0.42
14941,0.19,0.24
14943,0.95,0.91
14953,0.26,0.36
14964,0.59,0.52
14965,0.76,0.7
14981,0.9,0.93
14982,0.39,0.48
14990,0.56,0.58
14993,0.86,0.8
15000,0.12,0.21
15004,0.17,0.3
15022,0.34,0.46
15028,0.66,0.36
15032,0.76,0.8
15058,0.34,0.17
15059,0.39,0.55
15061,0.82,0.78
15075,0.78,0.77
15078,0.24,0.47
15085,0.25,0.42
15090,0.71,0.7
15091,0.24,0.27
15094,0.94,0.82
15096,0.32,0.49
15098,0.72,0.69
15111,0.5,0.4
15125,0.28,0.28
15136,0.72,0.74
15137,0.48,0.52
15140,0.63,0.37
15142,0.25,0.3
15152,0.19,0.39
15153,0.65,0.41
15155,0.37,0.41
15169,0.8,0.8
15182,0.77,0.69
15191,0.8,0.88
15200,0.31,0.5
15212,0.78,0.78
15222,0.22,0.44
15226,0.51,0.61
15227,0.79,0.63
15228,0.79,0.71
15239,0.69,0.71
15252,0.23,0.21
15266,0.61,0.65
15269,0.51,0.59
15277,0.56,0.66
15289,0.2,0.17
15298,0.53,0.6
15299,0.5,0.37
15314,0.03,0.08
15318,0.59,0.6
15327,0.46,0.56
15329,0.54,0.52
15339,0.91,0.67
15341,0.72,0.59
15346,0.48,0.58
15353,0.27,0.36
15359,0.15,0.17
15384,0.16,0.17
15393,0.29,0.4
15407,0.55,0.45
15410,0.64,0.65
15423,0.84,0.8
15430,0.2,0.3
15450,0.51,0.58
15452,0.45,0.41
15457,0.6,0.7
15466,0.61,0.63
15478,0.22,0.21
15482,0.64,0.63
15486,0.3,0.24
15490,0.49,0.38
15515,0.81,0.58
15520,0.72,0.57
15522,0.79,0.69
15527,0.13,0.36
15544,0.4,0.65
15547,0.23,0.25
15548,0.93,0.72
15559,0.25,0.25
15564,0.6,0.55
15566,0.05,0.18
15568,0.6,0.41
15574,0.31,0.46
15578,0.52,0.54
15585,0.2,0.24
15586,0.25,0.18
15617,0.24,0.28
15626,0.36,0.57
15627,0.57,0.46
15631,0.39,0.42
15635,0.92,0.88
15646,0.19,0.4
15649,0.41,0.32
15662,0.77,0.72
15670,0.17,0.41
15678,0.91,0.85
15691,0.92,0.77
15730,0.42,0.35
15751,0.8,0.77
15752,0.64,0.69
15761,0.34,0.66
15763,0.86,0.79
15770,0.67,0.67
15771,0.33,0.41
15789,0.23,0.27
15791,0.65,0.55
15797,0.37,0.29
15806,0.58,0.51
15811,0.26,0.3
15818,0.35,0.55
15819,0.39,0.47
15830,0.65,0.53
15831,0.59,0.54
15835,0.4,0.31
15837,0.82,0.69
15840,0.38,0.43
15842,0.32,0.32
15858,0.29,0.32
15859,0.1,0.11
15868,0.07,0.17
15871,0.17,0.39
15878,0.74,0.58
15879,0.64,0.5
15883,0.86,0.86
15886,0.81,0.7
15889,0.5,0.47
15894,0.28,0.35
15895,0.94,0.95
15912,0.07,0.17
15919,0.94,0.85
15920,0.33,0.61
15939,0.68,0.46
15945,0.16,0.35
15948,0.41,0.44
15959,0.76,0.78
15971,0.58,0.38
15980,0.69,0.62
15982,0.76,0.69
15989,0.82,0.81
15990,0.87,0.77
16009,0.55,0.53
16014,0.62,0.65
16019,0.66,0.49
16022,0.71,0.56
16029,0.36,0.41
16030,0.37,0.41
16034,0.46,0.65
16037,0.43,0.62
16046,0.78,0.7
16047,0.82,0.79
16061,0.62,0.59
16071,0.45,0.7
16084,0.47,0.4
16091,0.41,0.39
16096,0.56,0.65
16111,0.8,0.64
16113,0.34,0.38
16118,0.11,0.16
16127,0.35,0.41
16128,0.44,0.35
16130,0.7,0.72
16132,0.19,0.17
16147,0.27,0.36
16148,0.1,0.19
16150,0.44,0.44
16153,0.33,0.33
16157,0.67,0.56
16169,0.83,0.78
16170,0.33,0.45
16176,0.32,0.39
16191,0.66,0.52
16202,0.54,0.31
16208,0.88,0.71
16209,0.69,0.61
16214,0.76,0.55
16219,0.4,0.42
16221,0.19,0.24
16226,0.05,0.16
16229,0.13,0.19
16232,0.92,0.86
16244,0.65,0.66
16249,0.06,0.17
16259,0.15,0.22
16265,0.58,0.67
16270,0.73,0.59
16279,0.31,0.36
16280,0.89,0.81
16288,0.25,0.5
16295,0.09,0.24
16304,0.79,0.84
16307,0.67,0.66
16344,0.33,0.34
16349,0.59,0.61
16350,0.24,0.28
16357,0.43,0.61
16367,0.34,0.39
16368,0.46,0.41
16380,0.72,0.72
16419,0.04,0.25
16421,0.64,0.79
16429,0.34,0.33
16445,0.23,0.21
16446,0.8,0.77
16449,0.41,0.5
16453,0.85,0.69
16461,0.78,0.71
16468,0.08,0.15
16470,0.54,0.46
16476,0.28,0.39
16482,0.32,0.53
16484,0.41,0.51
16493,0.46,0.39
16500,0.5,0.46
16501,0.42,0.43
16514,0.54,0.43
16526,0.26,0.31
16528,0.7,0.58
16534,0.79,0.58
16547,0.71,0.67
16556,0.18,0.43
16559,0.39,0.45
16575,0.48,0.38
16598,0.76,0.8
16606,0.43,0.45
16613,0.54,0.62
16614,0.56,0.61
16618,0.46,0.58
16621,0.85,0.8
16624,0.48,0.57
16631,0.7,0.38
16647,0.55,0.34
16666,0.08,0.19
16669,0.64,0.64
16671,0.76,0.78
16674,0.85,0.75
16677,0.15,0.38
16684,0.19,0.2
16698,0.98,0.92
16717,0.82,0.55
16729,0.77,0.5
16738,0.26,0.19
16748,0.42,0.5
16761,0.33,0.19
16764,0.46,0.72
16778,0.3,0.41
16795,0.57,0.62
16799,0.11,0.24
16801,0.48,0.5
16811,0.43,0.44
16820,0.19,0.33
16823,0.17,0.36
16833,0.33,0.36
16849,0.81,0.55
16877,0.7,0.74
16878,0.08,0.39
16883,0.69,0.57
16884,0.26,0.27
16892,0.29,0.38
16896,0.79,0.72
16900,0.64,0.72
16903,0.45,0.71
16905,0.88,0.67
16916,0.38,0.44
16928,0.48,0.42
16930,0.83,0.88
16936,0.64,0.63
16944,0.41,0.5
16951,0.67,0.68
16955,0.44,0.35
16961,0.5,0.55
16979,0.36,0.43
16981,0.55,0.39
16989,0.11,0.14
16991,0.71,0.78
16998,0.53,0.56
17002,0.23,0.23
17007,0.45,0.33
17010,0.16,0.27
17024,0.83,0.7
17028,0.53,0.46
17030,0.32,0.46
17036,0.72,0.74
17040,0.44,0.5
17058,0.77,0.78
17067,0.67,0.79
17068,0.86,0.83
17081,0.55,0.29
17093,0.59,0.58
17100,0.38,0.58
17107,0.37,0.51
17111,0.56,0.43
17112,0.52,0.57
17122,0.47,0.64
17125,0.51,0.45
17126,0.4,0.45
17131,0.58,0.54
17133,0.36,0.58
17134,0.52,0.61
17153,0.41,0.43
17159,0.12,0.16
17170,0.32,0.31
17172,0.07,0.39
17185,0.74,0.81
17221,0.91,0.86
17227,0.14,0.21
17232,0.61,0.62
17242,0.58,0.28
17248,0.54,0.41
17260,0.41,0.47
17263,0.49,0.54
17266,0.12,0.24
17267,0.65,0.62
17272,0.37,0.36
17278,0.61,0.46
17282,0.73,0.56
17296,0.42,0.45
17301,0.68,0.78
17310,0.34,0.44
17323,0.33,0.4
17331,0.38,0.23
17347,0.44,0.66
17359,0.56,0.39
17360,0.32,0.28
17366,0.87,0.84
17369,0.43,0.41
17372,0.4,0.4
17385,0.13,0.22
17390,0.7,0.62
17395,0.36,0.47
17406,0.18,0.42
17419,0.97,0.9
17440,0.37,0.56
17453,0.78,0.6
17465,0.48,0.49
17469,0.49,0.26
17472,0.54,0.66
17476,0.87,0.81
17478,0.22,0.39
17488,0.91,0.87
17489,0.32,0.13
17491,0.34,0.57
17492,0.66,0.61
17499,0.33,0.28
17503,0.11,0.12
17507,0.79,0.87
17510,0.26,0.3
17525,0.48,0.51
17532,0.66,0.65
17542,0.15,0.42
17558,0.35,0.65
17562,0.19,0.19
17563,0.48,0.45
17565,0.13,0.26
17568,0.66,0.81
17596,0.75,0.79
17598,0.19,0.34
17602,0.58,0.53
17603,0.75,0.7
17607,0.63,0.47
17623,0.44,0.61
17629,0.39,0.49
17630,0.37,0.36
17631,0.19,0.2
17635,0.24,0.3
17639,0.61,0.56
17646,0.93,0.88
17647,0.3,0.41
17650,0.43,0.54
17654,0.63,0.42
17661,0.54,0.39
17673,0.39,0.46
17678,0.75,0.55
17687,0.68,0.63
17697,0.68,0.56
17702,0.85,0.83
17706,0.57,0.56
17720,0.63,0.58
17723,0.86,0.85
17731,0.36,0.4
17735,0.44,0.49
17739,0.88,0.83
17749,0.13,0.24
17752,0.6,0.68
17756,0.79,0.72
17758,0.58,0.74
17765,0.08,0.21
17768,0.52,0.4
17773,0.62,0.65
17793,0.75,0.72
17803,0.19,0.39
17806,0.52,0.49
17814,0.87,0.87
17817,0.12,0.25
17829,0.87,0.76
17836,0.43,0.39
17841,0.51,0.51
17848,0.41,0.32
17855,0.3,0.24
17858,0.41,0.37
17860,0.35,0.3
17865,0.26,0.39
17872,0.89,0.8
17876,0.63,0.69
17879,0.44,0.41
17883,0.47,0.54
17892,0.92,0.85
17907,0.78,0.77
17920,0.6,0.55
17923,0.78,0.72
17928,0.59,0.57
17929,0.84,0.76
17931,0.6,0.47
17932,0.05,0.15
17940,0.24,0.18
17944,0.22,0.36
17962,0.68,0.65
17963,0.29,0.23
17965,0.23,0.17
17968,0.65,0.63
17970,0.55,0.62
17976,0.88,0.8
17987,0.62,0.64
17989,0.25,0.27
17997,0.65,0.6
18001,0.41,0.56
18002,0.15,0.2
18003,0.91,0.77
18011,0.19,0.16
18014,0.43,0.5
18026,0.77,0.77
18038,0.28,0.09
18042,0.11,0.18
18043,0.37,0.45
18047,0.41,0.26
18053,0.69,0.52
18058,0.22,0.41
18068,0.65,0.55
18076,0.69,0.58
18085,0.11,0.27
18089,0.43,0.47
18095,0.63,0.57
18099,0.25,0.38
18105,0.44,0.35
18109,0.34,0.34
18121,0.2,0.58
18122,0.11,0.22
18133,0.22,0.17
18142,0.57,0.54
18148,0.7,0.67
18158,0.8,0.55
18162,0.96,0.91
18169,0.32,0.38
18175,0.75,0.83
18188,0.53,0.48
18197,0.3,0.47
18200,0.1,0.16
18201,0.51,0.62
18206,0.87,0.87
18240,0.62,0.67
18275,0.53,0.47
18294,0.56,0.52
18299,0.68,0.65
18310,0.08,0.3
18315,0.51,0.44
18328,0.67,0.4
18330,0.4,0.49
18331,0.79,0.55
18361,0.46,0.49
18364,0.87,0.8
18369,0.48,0.55
18371,0.81,0.79
18388,0.32,0.28
18391,0.2,0.31
18402,0.8,0.58
18404,0.58,0.43
18407,0.36,0.3
18412,0.58,0.66
18421,0.29,0.4
18428,0.63,0.6
18430,0.55,0.6
18433,0.58,0.53
18434,0.92,0.85
18445,0.73,0.81
18454,0.63,0.42
18471,0.82,0.78
18473,0.34,0.4
18499,0.72,0.56
18524,0.66,0.49
18528,0.73,0.7
18539,0.58,0.4
18541,0.63,0.53
18543,0.92,0.83
18549,0.36,0.67
18551,0.35,0.41
18569,0.82,0.76
18571,0.04,0.16
18573,0.43,0.46
18593,0.35,0.4
